,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,277.27941176470586,312.8529411764706,311.58620689655174,320.41269841269843,282.968253968254,319.27272727272725,269.47058823529414,315.2567567567568,309.5576923076923,317.93650793650795,326.3636363636364,297.8939393939394,325.87719298245617,331.3333333333333,259.5531914893617,319.09859154929575,312.6,342.53968253968253,285.61538461538464,361.0285714285714,332.01408450704224,307.94642857142856,347.69642857142856,329.0952380952381,319.3793103448276,284.89473684210526,279.7575757575757,361.135593220339,316.463768115942,352.71014492753625,282.9482758620689,298.1698113207547,283.3018867924528,330.5,306.2333333333333,302.2089552238806,331.8333333333333,314.1746031746032,333.3972602739726,266.1756756756757,312.0615384615385,350.94117647058823,344.25,338.68,277.375,296.5681818181818,317.2575757575757,315.95384615384614,314.0422535211268,352.6551724137931,259.88235294117646,314.28169014084506,286.01612903225805,342.16129032258067,312.1020408163265,333.04,335.4782608695652,343.671875,313.2112676056338,307.38461538461536,307.22857142857146,332.37735849056605,297.6851851851852,307.0327868852459,269.90909090909093,313.9024390243902,355.7608695652174,339.8,289.8,306.53521126760563,277.45714285714286,293.7826086956522,298.6481481481481,296.140350877193,310.01960784313724,327.3965517241379,328.9516129032258,283.375,301.7971014492754,266.90909090909093,342.05,289.27272727272725,303.03846153846155,344.48275862068965,323.81666666666666,314.3333333333333,273.0655737704918,274.4468085106383,317.4558823529412,297.77142857142854,306.46,310.6794871794872,306.93617021276594,277.0425531914894,296.4375,295.66153846153844,334.32758620689657,298.7857142857143,343.3333333333333,275.5531914893617
1,288.30882352941177,322.96268656716416,324.2083333333333,323.2291666666667,293.1458333333333,309.25961538461536,291.109756097561,323.7348484848485,313.4375,286.765306122449,314.0869565217391,294.23214285714283,329.97727272727275,327.8240740740741,264.02222222222224,311.17808219178085,300.6746031746032,328.6759259259259,303.4767441860465,349.8150684931507,313.32307692307694,294.2040816326531,310.88235294117646,311.8139534883721,342.2352941176471,312.0686274509804,302.7625,312.2608695652174,336.8829787234043,339.51724137931035,277.76,307.5760869565217,307.2826086956522,326.1551724137931,305.0806451612903,300.7903225806452,324.7671232876712,314.6511627906977,336.3257575757576,275.6333333333333,282.7950819672131,348.6142857142857,337.36538461538464,310.6792452830189,283.2234042553192,322.65909090909093,322.234693877551,284.42105263157896,322.0964912280702,354.9056603773585,266.0571428571429,285.575,294.9765625,311.5803571428572,316.3829787234043,329.8245614035088,287.6521739130435,315.27272727272725,309.15909090909093,282.7325581395349,327.95454545454544,330.32758620689657,296.41818181818184,266.0480769230769,260.45348837209303,318.5470588235294,326.219512195122,324.17045454545456,294.5480769230769,303.9741379310345,277.3382352941176,296.089552238806,275.8695652173913,287.3333333333333,320.8979591836735,321.6132075471698,308.41509433962267,316.2111111111111,295.58653846153845,314.8157894736842,357.9803921568628,281.0921052631579,322.8679245283019,329.44117647058823,290.5272727272727,301.1470588235294,269.7340425531915,250.3617021276596,324.3263888888889,297.8958333333333,313.9795918367347,285.5431034482759,286.2454545454545,294.72093023255815,282.25409836065575,269.8090909090909,298.0357142857143,306.19736842105266,335.4179104477612,298.0
2,283.9444444444444,299.1058201058201,305.72727272727263,317.60256410256414,276.83660130718954,307.9270833333333,275.55442176870747,319.40049751243777,292.77272727272725,318.7687074829932,309.3814102564102,281.95597484276726,339.1037735849056,319.30272108843536,272.6006944444444,329.89035087719293,299.84276729559747,351.1595744680851,320.1074074074074,355.67424242424244,321.625,284.1837606837607,317.6969696969697,305.828947368421,357.28409090909093,268.4572649572649,277.6992753623189,317.65064102564094,323.1633333333333,321.62121212121207,273.46124031007747,289.6777777777778,286.177304964539,311.997311827957,299.5833333333333,274.2231638418079,327.8309178743961,303.275641025641,347.96268656716416,264.1619047619048,290.92241379310343,328.2009132420091,359.02121212121216,311.1057692307692,267.23983739837394,304.36324786324786,317.9384057971014,270.99275362318843,320.0522875816993,334.60507246376807,300.3287037037037,279.90476190476187,320.3279569892473,347.3333333333333,310.85763888888886,325.62925170068024,310.80952380952374,312.5597484276729,288.3638888888889,266.56306306306305,312.8560606060606,339.1111111111111,297.5486111111111,286.21726190476187,258.7606837606837,323.3152610441767,313.2210884353741,337.8475177304964,276.45098039215685,295.2142857142857,272.55882352941177,300.35792349726773,284.1212121212121,293.43333333333334,326.7142857142857,311.32692307692304,291.8720238095238,294.6304347826087,287.37984496124034,269.1140350877193,341.04938271604937,273.48412698412693,313.0942028985507,325.145390070922,302.8039215686274,343.5943396226414,296.45185185185176,272.9728682170542,319.69791666666663,290.12380952380954,330.8992248062015,275.4967320261438,302.1931818181818,290.29761904761904,299.6610169491525,280.1271186440677,307.2322404371585,284.2536231884058,335.9646464646464,290.790780141844
3,295.13357843137254,313.3997395833333,310.02272727272725,321.70659722222223,286.6525157232704,298.59226190476187,277.328231292517,308.28767123287673,326.1650641025641,315.540780141844,322.85884353741494,283.0520833333333,324.98,315.6116071428572,254.8925925925926,329.6367521367521,312.69117647058823,302.28541666666666,324.3191489361702,344.7124999999999,305.2340182648402,299.0345528455284,301.89333333333326,314.4541666666667,330.537037037037,298.7747747747748,320.2581300813008,322.975,328.5329861111111,339.24183006535947,281.46271929824564,306.9259259259259,282.3666666666667,335.06216931216926,284.13829787234044,286.0772058823529,308.6788888888889,299.0,333.01368159203975,272.1863425925925,271.12326388888886,337.3768656716418,340.5081967213115,312.125,279.99418604651163,316.1686046511628,352.0516666666666,289.93910256410254,297.79166666666663,348.72549019607845,282.31944444444446,282.4092261904762,297.33870967741933,320.13492063492066,316.1645299145299,307.0259259259259,273.9776422764227,307.3904320987654,290.4680555555555,267.5565476190476,338.0440476190476,335.1476608187134,285.23263888888886,271.874183006536,257.72037037037035,331.88377192982455,316.8265306122449,331.1036585365854,283.4844632768361,301.2971698113208,271.5449735449736,302.46892655367225,243.4855072463768,307.3,340.67006802721085,306.63775510204084,326.7358490566038,300.335,307.6136363636364,274.1081081081081,353.23557692307685,300.48581560283685,305.8528368794326,336.4049707602339,317.64732142857144,306.2694444444444,299.2851851851852,262.6105072463768,306.81004901960785,296.9209401709401,328.3916666666666,294.7453703703704,308.06976744186045,294.9020833333333,279.71484375,284.70258620689657,346.5701754385965,280.8314393939394,335.05641025641023,318.5674603174603
4,310.9352777777778,303.60026041666663,317.13818181818186,326.09397163120565,258.66509433962267,320.1836956521739,285.7093495934959,311.331862745098,321.742,325.46879432624115,322.37179487179486,269.3054487179487,330.1380952380953,332.3949404761905,258.3059748427673,318.5933789954338,284.5263333333333,311.03888888888883,316.8119047619048,350.9830808080808,313.51372549019607,277.9548148148148,307.6644736842106,323.0139534883721,373.96984126984125,269.33245614035087,313.94642857142856,306.175,332.1166666666667,326.86284722222223,287.97916666666663,325.9766666666667,321.3776515151515,315.6956284153006,300.1960606060606,288.9140350877193,327.8430555555555,286.83260869565214,327.0428205128205,266.7638095238094,300.27176870748303,333.3506849315068,339.1466101694915,317.0931547619048,291.5087121212121,304.502380952381,327.24959349593496,279.67551020408166,311.1106382978723,345.433660130719,290.81666666666666,288.6325,303.1190104166667,323.609649122807,327.97013888888887,295.24346405228755,292.7578703703704,301.4070512820513,312.6265306122449,258.7796875,336.43333333333334,334.09597701149426,303.13024691358027,286.51,246.2127906976744,321.4658333333333,290.87689393939394,331.530487804878,299.2405660377359,309.37735849056605,270.78611111111115,302.7902564102564,254.72676767676768,267.8756097560976,332.1572727272727,317.89566666666667,306.2442307692308,285.847385620915,288.28333333333336,294.630701754386,335.8014880952381,276.5142361111111,333.6875,337.541823899371,324.1153333333333,311.08367346938775,289.7960144927536,275.3234126984127,293.3066666666667,295.3182926829268,318.28700000000003,284.0160606060606,309.1872093023256,283.8601851851852,273.9239583333333,292.43050847457624,310.8465408805032,312.7170542635659,330.72065727699544,291.31560283687946
5,279.1699494949495,300.4681547619048,308.4739766081871,333.30731707317074,279.112568306011,311.00220125786166,291.9592198581561,320.4997549019608,302.613782051282,324.0729166666667,314.57962962962966,283.93522727272733,318.92391304347825,340.4149122807018,239.39262820512823,317.87952380952385,285.4016260162602,296.1871794871795,293.4663120567376,352.6783333333334,296.2961904761905,268.30757575757576,302.11037037037033,322.1244186046512,349.67941176470583,260.7676767676768,270.4833333333333,310.05555555555554,311.7732704402516,305.1294573643411,288.7866666666667,313.1684397163121,303.642,317.47410256410257,276.5487179487179,284.91666666666663,319.5675438596491,301.04066666666665,338.229104477612,274.2230769230769,294.0394557823129,348.4962962962963,344.7612121212121,296.3873456790124,296.23819444444445,317.32651515151514,324.60317460317464,283.13263888888895,311.3142424242424,327.19633333333337,268.06096491228067,291.00058479532163,309.17555555555555,339.4707547169812,312.9004166666667,293.51736111111114,302.3961538461539,313.5357638888889,324.0407407407408,286.9545977011494,320.03880208333334,330.3028248587572,306.7496913580248,294.62916666666666,281.05902777777777,327.6267489711935,336.8484848484848,314.535606060606,278.84704301075266,320.7223404255319,273.0448529411765,308.7219576719577,260.88547008547005,288.2838383838384,308.36129943502823,320.0676870748299,293.43,295.7467948717949,276.7683673469388,318.4004166666667,351.29767441860463,301.1373015873017,299.0858695652174,347.68482142857147,312.2035460992908,323.5639455782313,263.4108843537415,274.4551587301588,302.7140845070423,292.6806451612904,297.03294573643416,280.9922619047619,283.680303030303,297.4264705882353,268.4404761904762,285.6357575757576,343.14017857142863,285.2864341085271,343.9012437810945,282.1543650793651
6,312.6795970695971,282.7309981684982,328.2822943722944,304.67374847374845,268.861787665886,309.7585164835165,293.056684981685,324.19879275653926,304.22255166217434,316.34109523809525,325.6031385281385,285.64730848861285,340.3198095238095,326.2181776556776,248.38131176999104,316.17449445531645,273.91132404181184,323.8074074074074,274.91888888888883,350.6650663544106,315.0933797909408,285.4637065637066,320.15072463768115,330.54327380952384,373.67845528455285,261.1728715728716,311.73828320802005,300.86780303030304,306.68368606701944,315.72065111758985,276.9685267857143,313.8630158730159,282.4549280177187,301.55756802721095,298.9351587301587,288.07077922077923,323.16696020874105,290.2061904761905,328.8219047619048,270.9031522468143,269.8345966958212,336.54585921325054,334.49946091644205,303.85330912025825,280.82902735562305,319.6072948328267,310.115934065934,287.24999999999994,311.4786749482401,351.7020894071914,303.28279761904764,283.0971177944862,321.3758782201405,331.24270101483216,287.01132404181186,300.3145071982281,282.09914021164025,309.32254901960783,312.89812925170065,280.5107142857143,319.77488479262684,331.49510582010583,317.57589285714283,284.02404295051355,261.9788095238096,319.8596098680436,307.7647840531561,299.221130952381,288.609440267335,298.009634551495,280.8916498993964,316.6240816326531,208.3583333333333,289.04070660522274,340.0547619047619,336.97264550264543,318.71387362637364,320.0554487179487,291.3017261904762,281.0263157894737,332.05164021164023,289.9174430641821,279.80641821946165,348.34183673469386,296.302934662237,308.7347805788982,277.28692640692634,249.2894841269841,313.0507275132275,284.3252380952381,314.5679837892604,268.2240183792815,309.0722222222222,304.7804511278196,285.7171356421357,294.7426339285714,322.002380952381,285.6019230769231,341.0638248847925,277.90728862973765
7,306.09387755102046,293.4034040178572,316.3493431855501,327.9156162464986,261.7406675170068,300.06055555555554,276.21739552964044,325.7214118041583,280.1020105820106,315.5433571428572,328.8687183383992,269.46342592592595,356.3430672268908,317.8380952380952,250.5885802469136,315.39333688699367,297.33524363233664,324.44311846689897,313.1384615384616,336.1647167487685,317.391378066378,296.47658730158736,309.5729789590255,352.3525030525031,355.95347985347985,290.83520408163264,262.17218915343915,324.92,320.3609831029186,334.4206597222222,279.08414965986395,338.17978524743233,273.67278571428574,309.65742630385495,291.7386297376093,298.1253968253969,319.45948930296754,299.5383286647992,330.82311656005686,272.66169154228857,287.0817610062893,329.2649159663865,331.91995149911816,321.752798663325,268.56351190476187,312.53197674418607,339.42107683982687,285.29561803444784,310.9501984126984,318.11046626984125,293.51914682539683,274.72299498746867,311.3252380952381,318.8573380171741,318.27033208020055,311.41171536796537,292.9658008658009,323.8143090569561,332.14385245901644,268.47730654761904,317.00958235753313,318.147619047619,302.3158068783069,278.7405462184874,272.0822751322752,325.3470102813853,326.8741369047619,309.93931339977854,311.0725757575758,295.88527696793005,288.3074761904762,306.49539170506915,254.29112554112555,301.28300865800867,321.16817298347905,325.7354863221885,317.5478354978355,302.60816326530613,305.9120820668693,314.75339285714284,366.75320105820106,274.32873376623377,278.1076945412311,340.404304029304,294.03576839826843,327.6843837535014,269.3250476190476,260.9513066202091,316.853604963112,320.76635154061626,335.931875,293.44254850088186,282.59924948240166,304.2588827838828,282.1407218442933,288.4444642857143,336.9236772486772,286.4290780141844,335.1498639455782,290.88502380952383
8,302.0276832955404,305.7495210727969,330.98321428571427,329.2545414462081,285.4134847148736,319.4881497043262,278.3894292468761,327.14135138073493,305.0968530823182,302.14108044733047,331.4280112044818,293.4932631967515,316.03949404761903,316.4437858831476,267.95324361628707,320.9752459199642,295.47720458553795,296.07230725623583,293.90460662525874,361.4363547758284,319.9915396825396,324.26986531986535,312.7259108946609,301.575496031746,345.4251072501072,287.591452991453,284.5113724351529,320.9023809523809,337.6099365079365,334.2243474426808,298.696332785988,302.14920634920634,288.5836144179894,321.0440287226001,306.83752354048966,296.9054449648712,332.89846096096096,304.5590975896532,338.9638208616781,271.3935148945423,287.13492772108845,344.76927820677827,310.5846332785988,288.3450923226433,272.4360095976376,319.466335978836,322.43415231340765,238.80606312292363,290.0578102453103,342.9904684095861,276.07452177452177,290.6784114183307,299.82069790879314,309.8492288110213,307.32666237666234,304.2209738756614,340.40212301587303,320.03777777777776,282.3186957172806,291.93558897243105,318.8921345652689,317.5507351027843,296.16703463203464,277.51987801293353,248.44764492753623,317.6227777777778,319.4015778533635,310.936369509044,287.68126984126985,298.5322619047619,280.9912637362637,305.94435143849205,234.6511904761905,316.2332142857142,308.1027518978606,318.22169619785905,296.8494897959184,308.2261820330969,294.5291825396825,297.39316686024006,362.981498951782,266.8691378066378,314.05945642407914,324.7771990740741,286.37939276485787,307.828228021978,285.34981543004795,274.74982993197284,307.8757823129251,291.7726884920635,308.54518272425247,282.1068940005381,307.07436831875606,296.8566998892581,290.1403673835125,293.815444188428,335.55815295815296,319.0771407685881,339.84822631072626,302.95566578483243
9,308.56275510204085,314.8302953421806,303.0830579850988,323.8055296756383,274.5580476190476,318.9049567099568,280.65155122655125,322.5493156199678,313.40012728361785,323.6304540420819,320.61624215577706,297.11903839055003,335.4775485008818,330.882316468254,273.4838602654176,316.3717492933246,283.1967498110355,360.76514711575686,285.0081349206349,352.82006994888354,306.938671957672,256.9163315696649,294.4349927849928,314.73010065814947,352.46818274318275,283.8555782312925,286.36700513538744,312.8692841880342,317.7597298534799,317.6628650793651,272.0361111111111,298.3653806584362,297.7524553571429,332.3637524801587,300.0980911330049,287.7128384687208,309.31379551820726,311.21682389937104,326.92308956916105,269.0589010141093,282.42513767411725,332.8882034632034,346.8304945054945,307.99407701352146,272.21599025974024,310.2902632597755,329.59265432098766,271.81968641114986,311.3943865740741,345.7924678047319,280.68171296296293,278.7985082304527,299.59919394841273,308.2560219994431,311.691066066066,320.3362996031745,305.912049941928,313.02693032015065,305.06493568691843,278.7754761904762,326.66161172161173,333.5278292181069,293.32698412698414,269.75738581146743,272.2637921022068,314.14290235081364,300.8283446712018,323.59369300911857,296.77989163614166,301.33993170911776,279.16212237583204,317.9751637692113,253.6271825396825,329.3004992319509,316.9829850988014,318.14134038800705,311.6232178932178,300.83167162698413,312.95371808143545,286.00853174603174,353.1675824175824,297.3640022675737,296.00585748792275,333.9260531135532,279.05400202634246,324.7900793650794,289.76430041152264,279.410324808936,321.6946855535463,300.49429271708686,311.50548611111105,274.3521551724138,305.2951509872242,287.7449647266314,271.3228571428571,286.20723701910146,331.6333714896215,283.96617696724087,343.82240107310525,280.5343302361595
