,origin_x,origin_y,destination_x,destination_y,treq,origin,destination,dist,ttrav,tarr,t_expected,u_PT_OD,u_PT_HD,u_SUM_OD,p_SUM,nTrips
36,19.87747078,50.01011258,19.890428160790396,50.01147754141,2024-03-28 07:47:08,497388653,1989392511,1812,302.0,2024-03-28 07:52:10,302.0,6.943253721748405,4.971191992415154,10.795191992415155,0.02079683625543594,0
37,19.87901618,50.01745163,20.009873824321133,50.034131668100216,2024-03-28 07:55:28,497390986,1989392511,1121,186.83333333333334,2024-03-28 07:58:34,200.38235294117646,19.999914436073304,14.970232030048987,19.412232030048987,0.6334474957741543,34
38,19.87800823,50.01220101,19.947557840848475,50.03890114836852,2024-03-28 08:05:19,295825429,1989392511,1704,284.0,2024-03-28 08:10:03,301.9333333333334,17.933674210439705,12.873847142764955,18.481847142764956,0.3538924477716509,15
39,19.88336846,50.01710647,19.91873239637311,50.01376946390524,2024-03-28 08:03:11,3034022420,1989392511,646,107.66666666666667,2024-03-28 08:04:58,107.0,9.37462759391115,7.70071274427708,11.192712744277081,0.13990428728354085,6
40,19.88346897,50.01332848,19.992593420939894,50.091305357380136,2024-03-28 08:09:14,6221675164,1989392511,744,124.0,2024-03-28 08:11:18,124.00000000000003,18.09711620290326,13.939883345773074,17.627883345773075,0.615202167897683,27
41,19.87180754,50.0202164,19.938498264089006,50.062474167174344,2024-03-28 08:08:00,1967678674,1989392511,1750,291.6666666666667,2024-03-28 08:12:51,291.0,17.13134560131852,15.15092857125341,20.85092857125341,0.023716477706730875,1
42,19.87014419,50.00504104,19.896832819715183,50.023389904983894,2024-03-28 08:11:18,1349553538,1989392511,2553,425.5,2024-03-28 08:18:23,425.5,9.789384398407204,6.397924248041271,13.703924248041272,0.01955951934815521,0
43,19.86075794,50.00623952,19.861117420500406,50.00647464250644,2024-03-28 08:01:45,967785625,1989392511,3146,524.3333333333334,2024-03-28 08:10:29,671.0,9.755610075106333,4.695959548821536,13.187959548821535,0.0203852162173017,1
44,19.88155664,50.01273775,19.896832819715183,50.023389904983894,2024-03-28 07:51:57,3600093249,1989392511,873,145.5,2024-03-28 07:54:22,145.59999999999997,20.275823157845913,6.397924248041271,10.343924248041272,0.9999513883586907,50
45,19.88367637,50.01572223,19.947149505549167,50.06925456517236,2024-03-28 07:56:08,9909580342,1989392511,912,152.0,2024-03-28 07:58:40,152.0,18.11629556385409,16.99302954881347,21.017029548813472,0.05211729150687887,2
46,19.86042515,50.00622496,19.982454645153197,50.01829105643053,2024-03-28 08:08:09,967785625,1989392511,3146,524.3333333333334,2024-03-28 08:16:53,724.6666666666669,21.86559977438253,11.47009612776466,19.96209612776466,0.7862560411268985,42
47,19.88346897,50.01332848,19.965454495667824,50.090546020723934,2024-03-28 08:08:10,6221675164,1989392511,744,124.0,2024-03-28 08:10:14,124.0,13.796767029992518,18.10733714279722,21.79533714279722,0.0003358298251621751,0
