tw_PT_OD,tw_PT_HD,u_PT_OD,u_PT_HD,u_SUM_OD,p_SUM,ASC
121.8,64.5904761904762,12.991355009060358,9.9570038783742,13.573851973612294,0.448238615761015,1e-05
107.38349514563107,57.737864077669904,13.522776139608787,10.373933257277889,14.160778208734211,0.2254563342097059,1e-05
118.34905660377359,59.20283018867924,13.225100404595443,10.151882734888444,13.71062858394505,0.4290176833995438,1e-05
123.85167464114832,56.645933014354064,13.551837785479115,10.385483942257405,14.110556143214335,0.4002856414852293,1e-05
100.03846153846153,40.72596153846154,13.277627883459596,10.401805450511269,14.031113527434325,0.3985305862651749,1e-05
117.95734597156398,53.27014218009479,13.231585282330714,10.161846226629656,13.889129066362695,0.41147521327802805,0.10205061224489796
106.58373205741627,41.961722488038276,13.008081150237846,9.977886878007006,13.994128877811708,0.37509399873970195,0.10205061224489796
99.45238095238095,39.00476190476191,13.107521598923544,9.851203742496747,13.537225783313074,0.44298016910520116,0.10205061224489796
116.94174757281553,53.77669902912621,13.301931057304028,10.2400073256431,14.08658220973265,0.3274673166499414,0.10205061224489796
130.08415841584159,54.06930693069307,13.556466741721152,10.351696297290655,13.991697404585052,0.34635563744115144,0.10205061224489796
129.46153846153845,60.29807692307692,13.424806222098518,10.110764168342694,14.137172700524786,0.3597937957656497,0.20409122448979594
105.33168316831683,37.10891089108911,12.802550029894569,9.769984500784439,13.595046022303933,0.26975210948569434,0.20409122448979594
120.45893719806763,49.589371980676326,13.392552138430458,10.156558791835327,14.013026827919328,0.32855696330401485,0.20409122448979594
120.33816425120773,47.34782608695652,13.160527915553144,9.88576727264032,13.716486516453784,0.3875963609546719,0.20409122448979594
122.07582938388626,39.023696682464454,13.275994420871877,9.856913151941852,13.568682101550134,0.46261418832624324,0.20409122448979594
126.55072463768116,53.15942028985507,13.090784634520732,9.941403822526059,13.814530828342875,0.3524242259134809,0.3061318367346939
142.91826923076923,62.00480769230769,13.23636785292058,10.092803429657183,14.038541035622634,0.326502509543819,0.3061318367346939
124.20192307692308,48.29807692307692,13.786522062538621,10.616580450691721,14.652808441272567,0.420409467817881,0.3061318367346939
146.76190476190476,69.26190476190476,13.827923173040547,10.402472064373251,14.483032472536514,0.40768341903052174,0.3061318367346939
97.82211538461539,41.72115384615385,13.0713193825201,9.920588196500614,13.887095033235303,0.3071811128084536,0.3061318367346939
126.30331753554502,68.60189573459715,14.101223911305398,10.652447701348054,14.826525363597788,0.40503545270218,0.4081724489795919
103.40865384615384,57.6875,13.37209586694293,10.128850312970387,14.24818622348844,0.3929294753003548,0.4081724489795919
108.82938388625593,44.56872037914692,13.212654950932654,9.998760859244696,14.05108496699206,0.43318373485196887,0.4081724489795919
137.11111111111111,42.81642512077295,13.728494365367855,10.282107113903402,14.328820625684921,0.3777766537407101,0.4081724489795919
104.93658536585366,61.048780487804876,13.396885746670856,10.331381087401102,14.165124268088006,0.3565169005085809,0.4081724489795919
128.55980861244018,58.14832535885167,13.598486364284367,10.466252299631762,14.72764239434906,0.3166825675294454,0.5102130612244898
130.66826923076923,56.22596153846154,13.926387030366486,10.582082597164243,14.732266812234883,0.3859517432826065,0.5102130612244898
136.4129353233831,73.66666666666667,14.052063912138625,10.65887954711943,14.674236886950892,0.2745041922856911,0.5102130612244898
108.23444976076556,52.01913875598086,13.33046251584475,10.108057152135615,14.228461600919907,0.4059079602927837,0.5102130612244898
114.87142857142857,66.11428571428571,13.032803955713048,9.967892090512796,14.084533723165844,0.35983932201727453,0.5102130612244898
111.33333333333333,41.25714285714286,13.526170963407385,10.304943520513632,14.842816241602064,0.3508472689165345,0.6122536734693877
123.10952380952381,65.25714285714285,13.677880256103021,10.486459248046812,14.519255778659044,0.3746180851921343,0.6122536734693877
111.2548076923077,48.55288461538461,12.878879307876907,9.903019031157983,14.173465012319674,0.38658211550832405,0.6122536734693877
124.60194174757281,43.849514563106794,13.129176625413844,9.900554432001998,14.311235289937406,0.39890022333169023,0.6122536734693877
151.3719806763285,83.34299516908213,13.96555197207136,10.88789358188907,15.121992665986474,0.3302581053682916,0.6122536734693877
105.21904761904761,45.44761904761905,13.323817774186654,10.377635513889741,14.712272656746883,0.3277999860273542,0.7142942857142857
93.68780487804878,40.66341463414634,12.774166911537531,9.920764998273972,14.050317820573618,0.3066874494233817,0.7142942857142857
117.09313725490196,52.083333333333336,13.367771975643421,10.353842260539928,14.756607134489505,0.3366576597921203,0.7142942857142857
122.71014492753623,46.94202898550725,13.946610423815022,10.413626439213491,14.812780628309415,0.2816719341661772,0.7142942857142857
127.62679425837321,57.75598086124402,13.723729749901677,10.38735052696292,14.632085004064761,0.39239709057430144,0.7142942857142857
110.87619047619047,46.58571428571429,13.376756820373725,10.26235324303338,14.658259569563985,0.3634874977370874,0.8163348979591837
113.4218009478673,48.36492890995261,13.462492681042686,10.213844281723787,14.688624677313319,0.32833594114808723,0.8163348979591837
148.20095693779905,72.38755980861244,14.633198930385722,11.325105230523969,15.866330080636255,0.3515891197548871,0.8163348979591837
113.66176470588235,48.78921568627451,13.3377697837643,10.244469570358948,14.829020154592637,0.295305326156346,0.8163348979591837
108.54326923076923,41.24038461538461,12.986100840189895,9.88638441739885,14.418315469204193,0.2847843432365523,0.8163348979591837
103.49514563106796,61.33495145631068,13.263150125118264,10.096234607380913,14.638338272924805,0.35214181815260787,0.9183755102040817
95.95098039215686,46.299019607843135,12.784981326040153,9.844025735591265,14.575803206579664,0.21561391557121876,0.9183755102040817
108.14354066985646,48.67942583732057,13.27378277936564,10.154867112563469,14.730448364394347,0.32192319574925365,0.9183755102040817
102.67317073170732,57.95609756097561,12.763003120413753,9.89466872888381,14.413766190307404,0.16222050895501838,0.9183755102040817
127.02816901408451,47.48356807511737,13.649487275865624,10.178586693421694,14.764267367945022,0.326063191017547,0.9183755102040817
119.58851674641149,53.1578947368421,12.904530773397687,9.913659184910172,14.732228417406999,0.34663457146768023,1.0204161224489798
122.98019801980197,48.12376237623762,13.43438695649385,10.304190940894319,15.10752785542251,0.32277508199224,1.0204161224489798
101.17821782178218,42.5990099009901,12.752955105080966,9.874865997839768,14.604806872763985,0.3139894345985513,1.0204161224489798
