tw_PT_OD,tw_PT_HD,u_PT_OD,u_PT_HD,u_SUM_OD,p_SUM,ASC
173.49006622516555,118.43046357615894,15.25098546550562,11.187488305967754,14.698557908616758,0.4870069392956082,1e-05
173.96026490066225,143.60264900662253,15.22942003753447,11.524319914046236,14.930237198814455,0.47295722019371955,1e-05
182.3288590604027,132.91946308724832,15.18027488085107,11.574842793500505,14.990315880748815,0.42882676694519856,1e-05
184.62091503267973,115.7516339869281,14.732285571225894,11.013473096653575,14.591574599921554,0.5043348693914854,1e-05
121.61904761904762,109.29931972789116,14.147557310308299,10.574045125765688,14.057701384269087,0.3074499871582543,1e-05
176.97368421052633,118.91447368421052,15.730231160653238,11.403524342787113,14.99206179713727,0.46083132155285444,0.10205061224489796
125.23648648648648,114.75,14.268663746385158,10.543715595347209,14.018833775159674,0.36627554504807724,0.10205061224489796
138.47058823529412,119.00653594771242,14.009073756145051,10.607101827548059,14.06940080580602,0.43355983065543857,0.10205061224489796
204.1768707482993,133.6734693877551,15.790695971762938,11.896113920713468,15.50134820642775,0.44200554346164306,0.10205061224489796
149.86274509803923,124.54248366013071,14.16512608795435,10.463371920673671,13.983827761676743,0.4561108627390639,0.10205061224489796
136.81699346405227,114.59477124183006,15.004194762092071,11.289699081466546,14.730077887655696,0.5022584691583248,0.20409122448979594
168.82781456953643,162.53642384105962,14.853510148575806,11.209156507187716,14.9960821687636,0.44211216501829853,0.20409122448979594
126.74,96.72666666666667,14.483877991172731,10.8094558315211,14.521267056010908,0.44261214503722557,0.20409122448979594
150.05298013245033,102.67549668874172,15.007556489009476,11.113915287744032,15.014708498988803,0.4747829197440159,0.20409122448979594
181.841059602649,109.47019867549669,15.175381216141817,11.187353975438775,14.956054471451742,0.4553112836277788,0.20409122448979594
138.04666666666665,121.16666666666667,14.462882326759257,11.031379766105298,14.836791602839991,0.39631997391828283,0.3061318367346939
139.4569536423841,122.15894039735099,14.747509972557495,11.268942467199905,14.885259734398188,0.38005667849622715,0.3061318367346939
139.2185430463576,116.23178807947019,14.398976821382313,10.876673781248085,14.519229459042378,0.3147331558941072,0.3061318367346939
152.2517006802721,127.3061224489796,14.85487733818809,11.259438570349205,14.882060203002265,0.37812093337843855,0.3061318367346939
156.1523178807947,118.29139072847683,14.845151811675237,11.218298361739546,14.845224900460988,0.4894119813556751,0.3061318367346939
155.63758389261744,124.55704697986577,15.112381878632311,11.636354907592944,15.374862927042338,0.33429435129435353,0.4081724489795919
113.81818181818181,109.16233766233766,14.637304388427248,10.867687216762707,14.772690834573469,0.45724180926049846,0.4081724489795919
149.63333333333333,99.62666666666667,15.112878872622092,11.273766647557828,15.10200576320408,0.39537501001748504,0.4081724489795919
175.76315789473685,128.8421052631579,14.731233142503067,10.998174087792764,14.750951799930254,0.4414002650543716,0.4081724489795919
192.81290322580645,142.58064516129033,15.337038698946907,11.41509064801154,15.209366322797582,0.48926782875229374,0.4081724489795919
189.89403973509934,146.47682119205297,15.596186592583342,11.892523550206786,15.907186942557114,0.26780879589271794,0.5102130612244898
146.61333333333334,129.07333333333332,14.986940442798884,11.099721776382575,15.008894837607064,0.46298418522293827,0.5102130612244898
154.34640522875816,123.43137254901961,15.639035572203097,11.726747171788677,15.64425435066023,0.45826344200548763,0.5102130612244898
123.70967741935483,109.4258064516129,14.587470442575896,10.801847265277186,14.844240971662968,0.4443443011502985,0.5102130612244898
137.38815789473685,94.8092105263158,14.45571189744481,10.603750458485512,14.545134572341585,0.39754369648483706,0.5102130612244898
138.29333333333332,107.04,14.590970600692335,10.69357600946383,14.859843016266556,0.3371655894235883,0.6122536734693877
